Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
2, 0.75, 0.95, 12, 7, 1
 3, 0.82, 0.89, 12, 27, 5
 4, 0.77, 0.74, 17, 18, 12
 5, 0.86, 0.87, 37, 53, 14
 7, 0.77, 0.77, 15, 22, 11
 8, 0.7, 0.01, 1, 0, 144
 10, 0.84, 0.83, 29, 59, 18
 11, 0.78, 0.83, 9, 34, 9
 12, 0.71, 0.01, 1, 0, 136
 16, 0.74, 0.8, 19, 32, 13
 
