Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
2, 0.75, 0.95, 11, 8, 1
 3, 0.82, 0.89, 8, 31, 5
 4, 0.77, 0.74, 11, 24, 12
 5, 0.86, 0.87, 31, 59, 14
 7, 0.77, 0.77, 7, 30, 11
 8, 0.7, 0.01, 1, 0, 144
 10, 0.84, 0.83, 18, 70, 18
 11, 0.78, 0.83, 3, 40, 9
 12, 0.71, 0.01, 1, 0, 136
 16, 0.74, 0.8, 11, 40, 13
 
