Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
2, 0.75, 0.95, 13, 6, 1
 3, 0.82, 0.89, 19, 20, 5
 4, 0.77, 0.74, 19, 16, 12
 5, 0.86, 0.87, 46, 44, 14
 7, 0.77, 0.77, 19, 18, 11
 8, 0.7, 0.01, 1, 0, 144
 10, 0.84, 0.83, 29, 59, 18
 11, 0.78, 0.83, 10, 33, 9
 12, 0.71, 0.01, 1, 0, 136
 16, 0.74, 0.8, 20, 31, 13
 
