Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
2, 0.75, 0.95, 7, 12, 1
 3, 0.82, 0.89, 1, 38, 5
 4, 0.77, 0.74, 2, 33, 12
 5, 0.86, 0.87, 7, 83, 14
 7, 0.77, 0.77, 3, 34, 11
 8, 0.7, 0.01, 1, 0, 144
 10, 0.84, 0.83, 1, 87, 18
 11, 0.78, 0.83, 2, 41, 9
 12, 0.71, 0.01, 1, 0, 136
 16, 0.74, 0.8, 2, 49, 13
 
