Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.92, 0.89, 11, 5, 2
 15, 0.55, 0.92, 6, 6, 1
 16, 1.0, 1.0, 4, 0, 0
 19, 0.78, 0.96, 28, 17, 2
 20, 0.55, 0.65, 15, 0, 8
 26, 1.0, 0.75, 7, 8, 5
 27, 0.54, 0.42, 11, 0, 15
 29, 0.83, 0.64, 23, 4, 15
 30, 1.0, 0.93, 8, 5, 1
 33, 0.77, 0.85, 55, 141, 35
 35, 0.58, 1.0, 6, 7, 0
 36, 0.63, 0.4, 9, 9, 27
 37, 0.85, 0.88, 72, 112, 25
 38, 0.57, 1.0, 6, 7, 0
 39, 0.5, 0.42, 19, 0, 26
 40, 1.0, 1.0, 4, 0, 0
 
