Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.92, 0.89, 3, 13, 2
 15, 0.55, 0.92, 3, 9, 1
 16, 1.0, 1.0, 1, 3, 0
 19, 0.78, 0.96, 17, 28, 2
 20, 0.55, 0.65, 3, 12, 8
 26, 1.0, 0.75, 5, 10, 5
 27, 0.54, 0.42, 7, 4, 15
 29, 0.83, 0.64, 15, 12, 15
 30, 1.0, 0.93, 4, 9, 1
 33, 0.77, 0.85, 11, 185, 35
 35, 0.58, 1.0, 2, 11, 0
 36, 0.63, 0.4, 5, 13, 27
 37, 0.85, 0.88, 31, 153, 25
 38, 0.57, 1.0, 2, 11, 0
 39, 0.5, 0.42, 5, 14, 26
 40, 1.0, 1.0, 4, 0, 0
 
