Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.92, 0.89, 3, 13, 2
 15, 0.55, 0.92, 3, 9, 1
 16, 1.0, 1.0, 2, 2, 0
 19, 0.78, 0.96, 19, 26, 2
 20, 0.55, 0.65, 10, 5, 8
 26, 1.0, 0.75, 5, 10, 5
 27, 0.54, 0.42, 11, 0, 15
 29, 0.83, 0.64, 20, 7, 15
 30, 1.0, 0.93, 6, 7, 1
 33, 0.77, 0.85, 26, 170, 35
 35, 0.58, 1.0, 3, 10, 0
 36, 0.63, 0.4, 5, 13, 27
 37, 0.85, 0.88, 44, 140, 25
 38, 0.57, 1.0, 3, 10, 0
 39, 0.5, 0.42, 9, 10, 26
 40, 1.0, 1.0, 4, 0, 0
 
