Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.92, 0.89, 16, 0, 2
 15, 0.55, 0.92, 12, 0, 1
 16, 1.0, 1.0, 4, 0, 0
 19, 0.78, 0.96, 45, 0, 2
 20, 0.55, 0.65, 15, 0, 8
 26, 1.0, 0.75, 15, 0, 5
 27, 0.54, 0.42, 11, 0, 15
 29, 0.83, 0.64, 26, 1, 15
 30, 1.0, 0.93, 13, 0, 1
 33, 0.77, 0.85, 152, 44, 35
 35, 0.58, 1.0, 9, 4, 0
 36, 0.63, 0.4, 18, 0, 27
 37, 0.85, 0.88, 151, 33, 25
 38, 0.57, 1.0, 12, 1, 0
 39, 0.5, 0.42, 19, 0, 26
 40, 1.0, 1.0, 4, 0, 0
 
