Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.93, 0.8, 12, 0, 3
 6, 0.83, 0.74, 14, 0, 5
 15, 0.56, 0.76, 170, 0, 55
 16, 0.83, 0.86, 312, 0, 51
 17, 1.0, 0.74, 14, 0, 5
 19, 0.5, 0.78, 32, 0, 9
 22, 0.92, 0.82, 211, 15, 49
 23, 0.7, 0.71, 59, 20, 33
 24, 0.92, 0.85, 307, 0, 54
 25, 1.0, 1.0, 13, 0, 0
 27, 0.91, 0.85, 307, 0, 53
 28, 0.58, 0.81, 11, 6, 4
 31, 0.96, 0.9, 1049, 0, 113
 33, 0.92, 0.96, 173, 12, 7
 35, 0.99, 0.95, 868, 38, 52
 
