Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.93, 0.8, 12, 0, 3
 6, 0.83, 0.74, 13, 1, 5
 15, 0.56, 0.76, 112, 58, 55
 16, 0.83, 0.86, 270, 42, 51
 17, 1.0, 0.74, 12, 2, 5
 19, 0.5, 0.78, 32, 0, 9
 22, 0.92, 0.82, 193, 33, 49
 23, 0.7, 0.71, 7, 72, 33
 24, 0.92, 0.85, 269, 38, 54
 25, 1.0, 1.0, 10, 3, 0
 27, 0.91, 0.85, 307, 0, 53
 28, 0.58, 0.81, 1, 16, 4
 31, 0.96, 0.9, 592, 457, 113
 33, 0.92, 0.96, 103, 82, 7
 35, 0.99, 0.95, 679, 227, 52
 
