Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.93, 0.8, 12, 0, 3
 6, 0.83, 0.74, 11, 3, 5
 15, 0.56, 0.76, 11, 159, 55
 16, 0.83, 0.86, 95, 217, 51
 17, 1.0, 0.74, 11, 3, 5
 19, 0.5, 0.78, 29, 3, 9
 22, 0.92, 0.82, 119, 107, 49
 23, 0.7, 0.71, 2, 77, 33
 24, 0.92, 0.85, 63, 244, 54
 25, 1.0, 1.0, 4, 9, 0
 27, 0.91, 0.85, 73, 234, 53
 28, 0.58, 0.81, 1, 16, 4
 31, 0.96, 0.9, 17, 1032, 113
 33, 0.92, 0.96, 44, 141, 7
 35, 0.99, 0.95, 194, 712, 52
 
