Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.93, 0.8, 3, 9, 3
 6, 0.83, 0.74, 7, 7, 5
 15, 0.56, 0.76, 1, 169, 55
 16, 0.83, 0.86, 17, 295, 51
 17, 1.0, 0.74, 8, 6, 5
 19, 0.5, 0.78, 3, 29, 9
 22, 0.92, 0.82, 12, 214, 49
 23, 0.7, 0.71, 2, 77, 33
 24, 0.92, 0.85, 15, 292, 54
 25, 1.0, 1.0, 2, 11, 0
 27, 0.91, 0.85, 4, 303, 53
 28, 0.58, 0.81, 1, 16, 4
 31, 0.96, 0.9, 2, 1047, 113
 33, 0.92, 0.96, 8, 177, 7
 35, 0.99, 0.95, 2, 904, 52
 
