Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
4, 0.93, 0.8, 12, 0, 3
 6, 0.83, 0.74, 12, 2, 5
 15, 0.56, 0.76, 22, 148, 55
 16, 0.83, 0.86, 121, 191, 51
 17, 1.0, 0.74, 11, 3, 5
 19, 0.5, 0.78, 32, 0, 9
 22, 0.92, 0.82, 142, 84, 49
 23, 0.7, 0.71, 4, 75, 33
 24, 0.92, 0.85, 103, 204, 54
 25, 1.0, 1.0, 5, 8, 0
 27, 0.91, 0.85, 99, 208, 53
 28, 0.58, 0.81, 1, 16, 4
 31, 0.96, 0.9, 51, 998, 113
 33, 0.92, 0.96, 64, 121, 7
 35, 0.99, 0.95, 312, 594, 52
 
