Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
1, 0.93, 0.75, 2, 93, 32
 11, 0.86, 0.78, 8, 30, 11
 16, 0.86, 0.68, 4, 30, 16
 22, 0.77, 0.64, 1, 262, 150
 24, 0.95, 0.83, 19, 138, 32
 26, 0.72, 0.6, 7, 14, 14
 27, 0.94, 0.84, 16, 142, 30
 
