Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
1, 0.93, 0.75, 41, 54, 32
 11, 0.86, 0.78, 31, 7, 11
 16, 0.86, 0.68, 30, 4, 16
 22, 0.77, 0.64, 263, 0, 150
 24, 0.95, 0.83, 80, 77, 32
 26, 0.72, 0.6, 8, 13, 14
 27, 0.94, 0.84, 102, 56, 30
 
