Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
1, 0.93, 0.75, 31, 64, 32
 11, 0.86, 0.78, 24, 14, 11
 16, 0.86, 0.68, 27, 7, 16
 22, 0.77, 0.64, 263, 0, 150
 24, 0.95, 0.83, 63, 94, 32
 26, 0.72, 0.6, 8, 13, 14
 27, 0.94, 0.84, 79, 79, 30
 
