Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
1, 0.93, 0.75, 11, 84, 32
 11, 0.86, 0.78, 12, 26, 11
 16, 0.86, 0.68, 7, 27, 16
 22, 0.77, 0.64, 3, 260, 150
 24, 0.95, 0.83, 24, 133, 32
 26, 0.72, 0.6, 8, 13, 14
 27, 0.94, 0.84, 31, 127, 30
 
