Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 9, 194, 11
 31, 0.79, 0.87, 16, 208, 33
 32, 0.8, 0.79, 1, 99, 26
 33, 0.83, 0.76, 9, 89, 31
 34, 0.75, 0.98, 20, 103, 2
 
