Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 39, 164, 11
 31, 0.79, 0.87, 86, 138, 33
 32, 0.8, 0.79, 25, 75, 26
 33, 0.83, 0.76, 33, 65, 31
 34, 0.75, 0.98, 54, 69, 2
 
