Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 9, 194, 11
 31, 0.79, 0.87, 41, 183, 33
 32, 0.8, 0.79, 6, 94, 26
 33, 0.83, 0.76, 12, 86, 31
 34, 0.75, 0.98, 24, 99, 2
 
