Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 95, 108, 11
 31, 0.79, 0.87, 162, 62, 33
 32, 0.8, 0.79, 51, 49, 26
 33, 0.83, 0.76, 53, 45, 31
 34, 0.75, 0.98, 84, 39, 2
 
