Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 53, 150, 11
 31, 0.79, 0.87, 113, 111, 33
 32, 0.8, 0.79, 35, 65, 26
 33, 0.83, 0.76, 36, 62, 31
 34, 0.75, 0.98, 64, 59, 2
 
