Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 151, 52, 11
 31, 0.79, 0.87, 184, 40, 33
 32, 0.8, 0.79, 77, 23, 26
 33, 0.83, 0.76, 79, 19, 31
 34, 0.75, 0.98, 101, 22, 2
 
