Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 24, 179, 11
 31, 0.79, 0.87, 69, 155, 33
 32, 0.8, 0.79, 21, 79, 26
 33, 0.83, 0.76, 20, 78, 31
 34, 0.75, 0.98, 43, 80, 2
 
