Version, St Cov, MS, Easy mutants, Stubbron mutants, Live mutants 
30, 0.53, 0.95, 9, 194, 11
 31, 0.79, 0.87, 5, 219, 33
 32, 0.8, 0.79, 1, 99, 26
 33, 0.83, 0.76, 3, 95, 31
 34, 0.75, 0.98, 11, 112, 2
 
